-0.655286748	0.0060906	-0.738676731	0.723700993	0.773961495	-0.456207557	0.814405131	-0.286464202	0.709527641	0.796615669
-0.829016819	-0.900293707	-0.823351496	-0.204992659	-0.139112493	0.305030997	0.545437103	0.639248694	0.048002458	0.823279621
-0.325564662	-0.329639257	-0.328283587	0.2810559	-0.700227056	0.251701549	-0.015898418	0.191838532	-0.744957252	-0.723792994
0.178580584	0.689887905	-0.006917419	-0.68017775	0.530503903	-0.634753654	-0.208816884	-0.813964449	-0.741084225	-0.390455155
0.662153035	-0.667292451	-0.291644734	0.243012984	-0.655084457	0.239576864	0.161256792	-0.137997618	0.153203396	-0.183286709
0.571019422	-0.02651767	0.134575312	0.423690619	0.285748041	-0.933548333	-0.901441735	-0.139265526	0.861467179	0.354873128
0.282979468	-0.599559692	0.726889901	0.449110253	-0.748538872	-0.470989266	-0.593747376	-0.844545065	-0.730268919	-0.831892114
0.626761332	-0.764603481	-0.690165104	-0.191278628	0.550147766	0.26552826	-0.60443288	0.493033672	-0.050791168	0.947854418
-0.225051125	-0.422294731	-0.215326142	0.978111907	-0.957338269	0.334813289	-0.754816471	0.147293335	-0.998187348	0.172889825
-0.863569012	-0.634549442	0.054638227	0.740897569	-0.395130591	-0.391660478	0.598544317	0.743614941	-0.600949574	-0.805283112
0.453071869	0.694198684	0.23477911	-0.318682845	-0.793168245	0.867372647	-0.193592648	-0.562268756	-0.283650753	0.302598086
0.728758576	-0.744296604	0.673351025	0.889905042	-0.293141677	0.359097588	-0.854816658	0.391665642	0.310568933	0.853157144
0.093622901	0.913007629	0.955758089	-0.722136083	-0.733029875	0.645722573	-0.694507888	0.91491001	-0.270938723	0.317795218
0.096608858	0.088310026	0.78793881	-0.405807036	0.559107238	0.751835218	-0.316809074	0.201079231	0.207500352	0.120192805
0.912102026	0.641554264	0.39357709	-0.404101204	-0.376897308	-0.190925877	0.40324579	-0.223467405	0.627688931	0.970715831
-0.674847355	0.062174203	0.866462506	-0.485347766	-0.563580399	0.303944128	0.311888378	-0.944456801	-0.215887448	0.956749978
0.743101924	0.990821445	-0.082712659	-0.024810958	-0.06669436	-0.613366713	-0.558492478	-0.209130906	0.344225155	-0.27236328
-0.503290452	-0.093975523	-0.562883143	-0.432039974	-0.997601884	-0.344913846	0.267958595	-0.674179299	-0.045960935	0.132994428
-0.945104033	0.447489444	-0.518511903	0.10365979	0.450975851	0.330860434	0.109188328	0.928037541	0.989059974	-0.905201914
-0.501299024	0.087584616	0.026431878	-0.62427381	-0.90239374	0.789199098	-0.666554416	0.324782282	-0.759307283	-0.195956198
-0.643300328	-0.92485677	-0.318202202	-0.36084587	-0.007056515	-0.169536791	0.668025859	-0.457215543	-0.487408277	-0.153496319
-0.258196179	-0.496625308	-0.164679873	-0.4646687	0.872526226	0.966033536	-0.350287026	-0.834576272	-0.966629267	0.615141759
-0.609469634	0.056413898	0.340228887	-0.842613896	-0.038480243	0.830841477	0.991513993	0.071327689	-0.071986849	0.002336201
0.644833004	-0.752498135	0.645414261	0.067971277	-0.075636638	0.997330275	-0.152703802	-0.299521547	0.737411657	-0.086780006
-0.007748594	0.033614616	0.468265863	0.527579175	-0.003699847	-0.136191869	-0.634079712	0.880118119	0.454171475	-0.768492186
-0.511128447	0.325825713	0.351690496	0.105727944	-0.842050162	-0.773861625	-0.89166887	-0.13933531	0.773019988	-0.583522799
-0.626602733	-0.473023215	0.69250595	0.49887691	0.091154981	-0.422689927	-0.597392106	-0.442561208	0.865896357	-0.926807684
-0.111238665	-0.820210408	0.5685592	0.12168579	0.031993035	0.109152238	0.081813998	-0.749462504	-0.813594508	-0.176212364
